data,بدون_تشكيل,tag,المحذوف,root,تصنيف_الجذر
سَخَّرَ,سخر,,,سخر,جذر
لَكُمُ,لكم,,,لكم,جذر
الْبَحْرَ,البحر,اسم,الْبَحْرَ,بحر,جذر
لِتَجْرِيَ,لتجري,,,تجر,جذر
الْفُلْكُ,الفلك,اسم,الْفُلْكُ,فلك,جذر
,فيه,حرف_جر,فِيهِ,,
,بامره,اسم,بِأَمْرِهِ,,
وَلِتَبْتَغُوا,ولتبتغوا,,,بتو,جذر
,,فعل,مِنْ,,
فَضْلِهِ,فضله,,,فضل,جذر
وَلَعَلَّكُمْ,ولعلكم,,,عكم,جذر
تَشْكُرُونَ,تشكرون,,,شرن,جذر
وَسَخَّرَ,وسخر,,,وسخ,جذر
,لكم,حرف_جر,لَكُمْ,,
مَا,,اسم,ما,,
,في,حرف_جر,فِي,,
,السماوات,اسم,السَّمَاوَاتِ,,
,وما,حرف,وَمَا,,
,في,حرف_جر,فِي,,
,الارض,اسم,الْأَرْضِ,,
,None,اسم,جَمِيعًا,,
,منه,حرف_جر,مِنْهُ,,
,ان,اسم,إِنَّ,,
,في,حرف_جر,فِي,,
ذَٰلِكَ,,اسم,ذلك,,
,None,اسم,لَآيَاتٍ,,
,None,اسم,لِقَوْمٍ,,
يَتَفَكَّرُونَ,يتفكرون,,,تفن,جذر
,قل,فعل,قُلْ,,
لِلَّذِينَ,,اسم,للذين,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
يَغْفِرُوا,يغفروا,,,غرو,جذر
لِلَّذِينَ,,اسم,للذين,لذي,جذر
,لا,حرف,لَا,,
يَرْجُونَ,يرجون,,,جون,جذر
أَيَّامَ,ايام,,,,
اللَّهِ,,اسم,اللَّهِ,,
لِيَجْزِيَ,ليجزي,,,جزي,جذر
,None,اسم,قَوْمًا,,
,بما,حرف_جر,بِمَا,,
,كانوا,اسم,كَانُوا,,
يَكْسِبُونَ,يكسبون,,,بون,جذر
,,فعل,مَنْ,,
,عمل,فعل,,,
,None,اسم,صَالِحًا,,
فَلِنَفْسِهِ,فلنفسه,,,فلس,جذر
,ومن,حرف_جر,وَمَنْ,,
,اساء,اسم,أَسَاءَ,,
فَعَلَيْهَا,فعليها,,,عله,جذر
ثُمَّ,,اسم,ثم,,
إِلَىٰ,الي,,,,
رَبِّكُمْ,ربكم,,,بكم,جذر
تُرْجَعُونَ,ترجعون,,,ترج,جذر
وَلَقَدْ,ولقد,,,وقد,جذر
آتَيْنَا,اتينا,,,,
بَنِي,بني,,,بني,جذر
إِسْرَائِيلَ,,اسم,اسراييل,ريل,جذر
الْكِتَابَ,الكتاب,اسم,الْكِتَابَ,كتب,جذر
وَالْحُكْمَ,والحكم,,,حكم,جذر
وَالنُّبُوَّةَ,والنبوه,,,نبو,جذر
وَرَزَقْنَاهُمْ,ورزقناهم,,,قنم,جذر
مِنَ,,اسم,من,,
الطَّيِّبَاتِ,الطيبات,اسم,الطَّيِّبَاتِ,طيب,جذر
وَفَضَّلْنَاهُمْ,وفضلناهم,,,فضل,جذر
,علي,حرف_جر,عَلَى,,
,العالمين,اسم,الْعَالَمِينَ,,
وَآتَيْنَاهُمْ,واتيناهم,,,تنم,جذر
,None,اسم,بَيِّنَاتٍ,,
مِنَ,,اسم,من,,
الْأَمْرِ,الامر,اسم,الْأَمْرِ,,
,فما,حرف,فَمَا,,
اخْتَلَفُوا,اختلفوا,,,تلف,جذر
,الا,حرف,إِلَّا,,
,,فعل,مِنْ,,
بَعْدِ,بعد,,,بعد,جذر
مَا,,اسم,ما,,
جَاءَهُمُ,جاءهم,,,جهم,جذر
الْعِلْمُ,العلم,اسم,الْعِلْمُ,علم,جذر
,None,اسم,بَغْيًا,,
بَيْنَهُمْ,بينهم,,,بين,جذر
,ان,حرف,إِنَّ,,
رَبَّكَ,ربك,,,ربك,جذر
,يقضي,فعل,,,
بَيْنَهُمْ,بينهم,,,بين,جذر
يَوْمَ,يوم,,,,
الْقِيَامَةِ,القيامه,اسم,الْقِيَامَةِ,لقم,جذر
,فيما,حرف_جر,فِيمَا,,
,كانوا,اسم,كَانُوا,,
,فيه,حرف_جر,فِيهِ,,
,يختلفون,اسم,يَخْتَلِفُونَ,,
ثُمَّ,,اسم,ثم,,
جَعَلْنَاكَ,جعلناك,,,جعل,جذر
,علي,حرف_جر,عَلَىٰ,,
,None,اسم,شَرِيعَةٍ,,
مِنَ,,اسم,من,,
الْأَمْرِ,الامر,اسم,الْأَمْرِ,,
فَاتَّبِعْهَا,فاتبعها,,,تبع,جذر
,ولا,حرف,وَلَا,,
تَتَّبِعْ,تتبع,,,تبع,جذر
أَهْوَاءَ,اهواء,,,هوء,جذر
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
,لا,حرف,لَا,,
يَعْلَمُونَ,يعلمون,,,علم,جذر
إِنَّهُمْ,انهم,,,نهم,جذر
,لن,حرف,لَنْ,,
يُغْنُوا,يغنوا,,,,
,عنك,حرف_جر,عَنْكَ,,
مِنَ,,اسم,من,,
اللَّهِ,,اسم,اللَّهِ,,
,None,اسم,شَيْئًا,,
,وان,حرف,وَإِنَّ,,
الظَّالِمِينَ,الظالمين,اسم,الظَّالِمِينَ,ظلم,جذر
بَعْضُهُمْ,بعضهم,,,بضم,جذر
أَوْلِيَاءُ,اولياء,,,ولي,جذر
,None,اسم,بَعْضٍ,,
وَاللَّهُ,والله,,,وله,جذر
وَلِيُّ,ولي,,,ولي,جذر
الْمُتَّقِينَ,المتقين,اسم,الْمُتَّقِينَ,قين,جذر
هَٰذَا,,اسم,هذا,,
بَصَائِرُ,بصاير,,,بصر,جذر
لِلنَّاسِ,للناس,,,,
وَهُدًى,وهدي,,,,
,None,اسم,وَرَحْمَةٌ,,
,None,اسم,لِقَوْمٍ,,
يُوقِنُونَ,يوقنون,,,قنن,جذر
,ام,حرف,أَمْ,,
,,فعل,,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
اجْتَرَحُوا,اجترحوا,,,ترح,جذر
السَّيِّئَاتِ,السييات,اسم,السَّيِّئَاتِ,ليت,جذر
,ان,حرف,أَنْ,,
نَجْعَلَهُمْ,نجعلهم,,,جعل,جذر
كَالَّذِينَ,,اسم,كالذين,كلي,جذر
آمَنُوا,امنوا,,,منو,جذر
وَعَمِلُوا,وعملوا,,,علو,جذر
الصَّالِحَاتِ,الصالحات,اسم,الصَّالِحَاتِ,صلت,جذر
,None,اسم,سَوَاءً,,
مَحْيَاهُمْ,محياهم,,,محي,جذر
وَمَمَاتُهُمْ,ومماتهم,,,تهم,جذر
,ساء,فعل,,,
مَا,,اسم,ما,,
يَحْكُمُونَ,يحكمون,,,حكم,جذر
وَخَلَقَ,وخلق,,,ولق,جذر
اللَّهُ,,اسم,اللَّهُ,,
السَّمَاوَاتِ,السماوات,اسم,السَّمَاوَاتِ,لسم,جذر
وَالْأَرْضَ,والارض,,,ورض,جذر
بِالْحَقِّ,بالحق,,,بلح,جذر
وَلِتُجْزَىٰ,ولتجزي,,,لتز,جذر
كُلُّ,كل,,,,
,None,اسم,نَفْسٍ,,
,بما,حرف_جر,بِمَا,,
,كسبت,اسم,كَسَبَتْ,,
,وهم,حرف,وَهُمْ,,
,لا,حرف,لَا,,
يُظْلَمُونَ,يظلمون,,,ظلم,جذر
أَفَرَأَيْتَ,افرايت,,,فرت,جذر
مَنِ,,اسم,من,,
اتَّخَذَ,اتخذ,,,تخذ,جذر
إِلَٰهَهُ,الهه,,,لهه,جذر
هَوَاهُ,هواه,,,,
وَأَضَلَّهُ,واضله,,,وله,جذر
اللَّهُ,,اسم,اللَّهُ,,
,علي,حرف_جر,عَلَىٰ,,
,None,اسم,عِلْمٍ,,
وَخَتَمَ,وختم,,,ختم,جذر
,علي,حرف_جر,عَلَىٰ,,
,سمعه,اسم,سَمْعِهِ,,
وَقَلْبِهِ,وقلبه,,,قلب,جذر
وَجَعَلَ,وجعل,,,جعل,جذر
,علي,حرف_جر,عَلَىٰ,,
,بصره,اسم,بَصَرِهِ,,
,None,اسم,غِشَاوَةً,,
,فمن,حرف_جر,فَمَنْ,,
,يهديه,اسم,يَهْدِيهِ,,
,,فعل,مِنْ,,
بَعْدِ,بعد,,,بعد,جذر
اللَّهِ,,اسم,اللَّهِ,,
أَفَلَا,افلا,,,,
تَذَكَّرُونَ,تذكرون,,,كرو,جذر
وَقَالُوا,وقالوا,,,قلو,جذر
مَا,,اسم,ما,,
هِيَ,,اسم,هي,,
,الا,حرف,إِلَّا,,
حَيَاتُنَا,حياتنا,,,حتن,جذر
الدُّنْيَا,الدنيا,اسم,الدُّنْيَا,لدن,جذر
نَمُوتُ,نموت,,,موت,جذر
وَنَحْيَا,ونحيا,,,نحي,جذر
,وما,حرف,وَمَا,,
يُهْلِكُنَا,يهلكنا,,,لكن,جذر
,الا,حرف,إِلَّا,,
الدَّهْرُ,الدهر,اسم,الدَّهْرُ,دهر,جذر
,وما,حرف,وَمَا,,
,لهم,حرف_جر,لَهُمْ,,
بِذَٰلِكَ,,اسم,بذلك,بذل,جذر
,,فعل,مِنْ,,
,None,اسم,عِلْمٍ,,
,ان,حرف,إِنْ,,
هُمْ,,اسم,هم,,
,الا,حرف,إِلَّا,,
يَظُنُّونَ,يظنون,,,ظنن,جذر
وَإِذَا,واذا,,,,
تُتْلَىٰ,تتلي,,,,
,عليهم,حرف_جر,عَلَيْهِمْ,,
,اياتنا,اسم,آيَاتُنَا,,
,None,اسم,بَيِّنَاتٍ,,
مَا,,اسم,ما,,
,كان,فعل,,,
حُجَّتَهُمْ,حجتهم,,,تهم,جذر
,الا,حرف,إِلَّا,,
,ان,حرف,أَنْ,,
قَالُوا,قالوا,,,قلو,جذر
ائْتُوا,ايتوا,,,,
بِآبَائِنَا,باباينا,,,,
,ان,حرف,إِنْ,,
كُنْتُمْ,كنتم,,,كتم,جذر
صَادِقِينَ,صادقين,,,صدق,جذر
قُلِ,قل,,,,
اللَّهُ,,اسم,اللَّهُ,,
يُحْيِيكُمْ,يحييكم,,,حكم,جذر
ثُمَّ,,اسم,ثم,,
يُمِيتُكُمْ,يميتكم,,,متك,جذر
ثُمَّ,,اسم,ثم,,
يَجْمَعُكُمْ,يجمعكم,,,جعم,جذر
إِلَىٰ,الي,,,,
يَوْمِ,يوم,,,,
الْقِيَامَةِ,القيامه,اسم,الْقِيَامَةِ,لقم,جذر
,لا,حرف,لَا,,
رَيْبَ,ريب,,,ريب,جذر
,فيه,حرف_جر,فِيهِ,,
,ولكن,اسم,وَلَٰكِنَّ,,
أَكْثَرَ,اكثر,,,كثر,جذر
النَّاسِ,الناس,اسم,النَّاسِ,,
,لا,حرف,لَا,,
يَعْلَمُونَ,يعلمون,,,علم,جذر
وَلِلَّهِ,,اسم,ولله,وله,جذر
مُلْكُ,ملك,,,ملك,جذر
السَّمَاوَاتِ,السماوات,اسم,السَّمَاوَاتِ,لسم,جذر
وَالْأَرْضِ,والارض,,,ورض,جذر
وَيَوْمَ,ويوم,,,,
تَقُومُ,تقوم,,,قوم,جذر
السَّاعَةُ,,اسم,السَّاعَةُ,لسع,جذر
,None,اسم,يَوْمَئِذٍ,,
يَخْسَرُ,يخسر,,,خسر,جذر
الْمُبْطِلُونَ,المبطلون,اسم,الْمُبْطِلُونَ,بطل,جذر
وَتَرَىٰ,وتري,,,وتر,جذر
,كل,حرف,كُلَّ,,
,None,اسم,أُمَّةٍ,,
,None,اسم,جَاثِيَةً,,
كُلُّ,كل,,,,
,None,اسم,أُمَّةٍ,,
تُدْعَىٰ,تدعي,,,,
إِلَىٰ,الي,,,,
كِتَابِهَا,كتابها,,,كتب,جذر
الْيَوْمَ,اليوم,اسم,الْيَوْمَ,لوم,جذر
تُجْزَوْنَ,تجزون,,,جون,جذر
مَا,,اسم,ما,,
كُنْتُمْ,كنتم,,,كتم,جذر
تَعْمَلُونَ,تعملون,,,تعل,جذر
هَٰذَا,,اسم,هذا,,
كِتَابُنَا,كتابنا,,,تبن,جذر
,ينطق,فعل,,,
,عليكم,حرف_جر,عَلَيْكُمْ,,
,بالحق,اسم,بِالْحَقِّ,,
إِنَّا,,اسم,انا,,
كُنَّا,كنا,,,,
نَسْتَنْسِخُ,نستنسخ,,,تنخ,جذر
مَا,,اسم,ما,,
كُنْتُمْ,كنتم,,,كتم,جذر
تَعْمَلُونَ,تعملون,,,تعل,جذر
,فاما,حرف,فَأَمَّا,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
وَعَمِلُوا,وعملوا,,,علو,جذر
الصَّالِحَاتِ,الصالحات,اسم,الصَّالِحَاتِ,صلت,جذر
فَيُدْخِلُهُمْ,فيدخلهم,,,فخم,جذر
رَبُّهُمْ,ربهم,,,,
,في,حرف_جر,فِي,,
,رحمته,اسم,رَحْمَتِهِ,,
ذَٰلِكَ,,اسم,ذلك,,
هُوَ,,اسم,هو,,
الْفَوْزُ,الفوز,اسم,الْفَوْزُ,فوز,جذر
الْمُبِينُ,,اسم,الْمُبِينُ,بين,جذر
وَأَمَّا,واما,,,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
كَفَرُوا,كفروا,,,كرو,جذر
أَفَلَمْ,افلم,,,,
تَكُنْ,تكن,,,,
آيَاتِي,اياتي,,,,
تُتْلَىٰ,تتلي,,,,
,عليكم,حرف_جر,عَلَيْكُمْ,,
,فاستكبرتم,اسم,فَاسْتَكْبَرْتُمْ,,
وَكُنْتُمْ,وكنتم,,,كتم,جذر
,None,اسم,قَوْمًا,,
مُجْرِمِينَ,مجرمين,,,جرم,جذر
وَإِذَا,واذا,,,,
قِيلَ,قيل,,,قيل,جذر
,ان,حرف,إِنَّ,,
وَعْدَ,وعد,,,وعد,جذر
اللَّهِ,,اسم,اللَّهِ,,
,None,اسم,حَقٌّ,,
وَالسَّاعَةُ,والساعه,,,لسع,جذر
,لا,حرف,لَا,,
رَيْبَ,ريب,,,ريب,جذر
,فيها,حرف_جر,فِيهَا,,
,قلتم,اسم,قُلْتُمْ,,
مَا,,اسم,ما,,
نَدْرِي,ندري,,,ندر,جذر
مَا,,اسم,ما,,
السَّاعَةُ,,اسم,السَّاعَةُ,لسع,جذر
,ان,حرف,إِنْ,,
نَظُنُّ,نظن,,,,
,الا,حرف,إِلَّا,,
,None,اسم,ظَنًّا,,
,وما,حرف,وَمَا,,
نَحْنُ,,اسم,نحن,,
بِمُسْتَيْقِنِينَ,بمستيقنين,,,بسق,جذر
وَبَدَا,وبدا,,,وبد,جذر
,لهم,حرف_جر,لَهُمْ,,
,سييات,اسم,سَيِّئَاتُ,,
مَا,,اسم,ما,,
عَمِلُوا,عملوا,,,علو,جذر
وَحَاقَ,وحاق,,,,
,بهم,حرف_جر,بِهِمْ,,
مَا,,اسم,ما,,
كَانُوا,كانوا,,,كنو,جذر
,به,حرف_جر,بِهِ,,
,يستهزيون,اسم,يَسْتَهْزِئُونَ,,
وَقِيلَ,وقيل,,,قيل,جذر
الْيَوْمَ,اليوم,اسم,الْيَوْمَ,لوم,جذر
نَنْسَاكُمْ,ننساكم,,,نسك,جذر
,كما,حرف,كَمَا,,
نَسِيتُمْ,نسيتم,,,نسم,جذر
لِقَاءَ,لقاء,,,,
يَوْمِكُمْ,يومكم,,,وكم,جذر
هَٰذَا,,اسم,هذا,,
وَمَأْوَاكُمُ,وماواكم,,,وكم,جذر
النَّارُ,النار,اسم,النَّارُ,,
,وما,حرف,وَمَا,,
,لكم,حرف_جر,لَكُمْ,,
,,فعل,مِنْ,,
نَاصِرِينَ,ناصرين,,,صري,جذر
ذَٰلِكُمْ,,اسم,ذلكم,لكم,جذر
بِأَنَّكُمُ,بانكم,,,بكم,جذر
اتَّخَذْتُمْ,اتخذتم,,,تخذ,جذر
آيَاتِ,ايات,,,,
اللَّهِ,,اسم,اللَّهِ,,
,None,اسم,هُزُوًا,,
وَغَرَّتْكُمُ,وغرتكم,,,غتم,جذر
الْحَيَاةُ,الحياه,اسم,الْحَيَاةُ,لحي,جذر
الدُّنْيَا,الدنيا,اسم,الدُّنْيَا,لدن,جذر
فَالْيَوْمَ,فاليوم,,,فلو,جذر
,لا,حرف,لَا,,
يُخْرَجُونَ,يخرجون,,,جون,جذر
,منها,حرف_جر,مِنْهَا,,
,ولا,اسم,وَلَا,,
هُمْ,,اسم,هم,,
يُسْتَعْتَبُونَ,يستعتبون,,,بون,جذر
فَلِلَّهِ,فلله,,,فلل,جذر
الْحَمْدُ,الحمد,اسم,الْحَمْدُ,حمد,جذر
رَبِّ,رب,,,,
السَّمَاوَاتِ,السماوات,اسم,السَّمَاوَاتِ,لسم,جذر
وَرَبِّ,ورب,,,ورب,جذر
الْأَرْضِ,الارض,اسم,الْأَرْضِ,,
رَبِّ,رب,,,,
الْعَالَمِينَ,العالمين,اسم,الْعَالَمِينَ,علم,جذر
,وله,حرف_جر,وَلَهُ,,
,الكبرياء,اسم,الْكِبْرِيَاءُ,,
,في,حرف_جر,فِي,,
,السماوات,اسم,السَّمَاوَاتِ,,
وَالْأَرْضِ,والارض,,,ورض,جذر
,وهو,حرف,وَهُوَ,,
الْعَزِيزُ,,اسم,الْعَزِيزُ,عزز,جذر
الْحَكِيمُ,,اسم,الْحَكِيمُ,حكم,جذر
بِسْمِ,بسم,,,بسم,جذر
اللَّهِ,,اسم,اللَّهِ,,
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,لحم,جذر
الرَّحِيمِ,,اسم,الرَّحِيمِ,لحم,جذر
,حم,فعل,حم,,
تَنْزِيلُ,تنزيل,,,نزل,جذر
الْكِتَابِ,الكتاب,اسم,الْكِتَابِ,كتب,جذر
مِنَ,,اسم,من,,
اللَّهِ,,اسم,اللَّهِ,,
الْعَزِيزِ,,اسم,الْعَزِيزِ,عزز,جذر
الْحَكِيمِ,,اسم,الْحَكِيمِ,حكم,جذر
مَا,,اسم,ما,,
خَلَقْنَا,خلقنا,,,لقن,جذر
السَّمَاوَاتِ,السماوات,اسم,السَّمَاوَاتِ,لسم,جذر
وَالْأَرْضَ,والارض,,,ورض,جذر
,وما,حرف,وَمَا,,
بَيْنَهُمَا,بينهما,,,بين,جذر
,الا,حرف,إِلَّا,,
بِالْحَقِّ,بالحق,,,بلح,جذر
,None,اسم,وَأَجَلٍ,,
مُسَمًّى,مسمي,,,,
وَالَّذِينَ,,اسم,والذين,لذي,جذر
كَفَرُوا,كفروا,,,كرو,جذر
,عما,حرف_جر,عَمَّا,,
,انذروا,اسم,أُنْذِرُوا,,
مُعْرِضُونَ,معرضون,,,ضون,جذر
,قل,فعل,قُلْ,,
أَرَأَيْتُمْ,ارايتم,,,يتم,جذر
مَا,,اسم,ما,,
تَدْعُونَ,تدعون,,,عون,جذر
,,فعل,مِنْ,,
دُونِ,,اسم,دون,دون,جذر
اللَّهِ,,اسم,اللَّهِ,,
أَرُونِي,اروني,,,وني,جذر
مَاذَا,,اسم,ماذا,,
خَلَقُوا,خلقوا,,,لقو,جذر
مِنَ,,اسم,من,,
الْأَرْضِ,الارض,اسم,الْأَرْضِ,,
,ام,حرف,أَمْ,,
,لهم,حرف_جر,لَهُمْ,,
,None,اسم,شِرْكٌ,,
,في,حرف_جر,فِي,,
,السماوات,اسم,السَّمَاوَاتِ,,
ائْتُونِي,ايتوني,,,توي,جذر
,None,اسم,بِكِتَابٍ,,
,,فعل,مِنْ,,
قَبْلِ,قبل,,,قبل,جذر
هَٰذَا,,اسم,هذا,,
,او,حرف,أَوْ,,
,None,اسم,أَثَارَةٍ,,
,,فعل,مِنْ,,
,None,اسم,عِلْمٍ,,
,ان,حرف,إِنْ,,
كُنْتُمْ,كنتم,,,كتم,جذر
صَادِقِينَ,صادقين,,,صدق,جذر
,ومن,حرف_جر,وَمَنْ,,
,اضل,اسم,أَضَلُّ,,
,ممن,حرف_جر,مِمَّنْ,,
,يدعو,اسم,يَدْعُو,,
,,فعل,مِنْ,,
دُونِ,,اسم,دون,دون,جذر
اللَّهِ,,اسم,اللَّهِ,,
,,فعل,مَنْ,,
,لا,حرف,لَا,,
يَسْتَجِيبُ,يستجيب,,,جيب,جذر
,له,حرف_جر,لَهُ,,
,الي,اسم,إِلَىٰ,,
يَوْمِ,يوم,,,,
الْقِيَامَةِ,القيامه,اسم,الْقِيَامَةِ,لقم,جذر
,وهم,حرف,وَهُمْ,,
,عن,حرف_جر,عَنْ,,
,دعايهم,اسم,دُعَائِهِمْ,,
غَافِلُونَ,غافلون,,,غفل,جذر
وَإِذَا,واذا,,,,
حُشِرَ,حشر,,,حشر,جذر
النَّاسُ,الناس,اسم,النَّاسُ,,
كَانُوا,كانوا,,,كنو,جذر
,لهم,حرف_جر,لَهُمْ,,
,None,اسم,أَعْدَاءً,,
وَكَانُوا,وكانوا,,,كنو,جذر
بِعِبَادَتِهِمْ,بعبادتهم,,,بده,جذر
كَافِرِينَ,كافرين,,,فري,جذر
وَإِذَا,واذا,,,,
تُتْلَىٰ,تتلي,,,,
,عليهم,حرف_جر,عَلَيْهِمْ,,
,اياتنا,اسم,آيَاتُنَا,,
,None,اسم,بَيِّنَاتٍ,,
,قال,فعل,,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
كَفَرُوا,كفروا,,,كرو,جذر
لِلْحَقِّ,للحق,,,لحق,جذر
لَمَّا,لما,,,,
جَاءَهُمْ,جاءهم,,,جهم,جذر
هَٰذَا,,اسم,هذا,,
,None,اسم,سِحْرٌ,,
,None,اسم,مُبِينٌ,,
,ام,حرف,أَمْ,,
يَقُولُونَ,يقولون,,,قلو,جذر
افْتَرَاهُ,افتراه,,,تره,جذر
,قل,فعل,قُلْ,,
إِنِ,ان,,,,
افْتَرَيْتُهُ,افتريته,,,تره,جذر
,فلا,حرف,فَلَا,,
تَمْلِكُونَ,تملكون,,,تلو,جذر
,لي,حرف_جر,لِي,,
مِنَ,,اسم,من,,
اللَّهِ,,اسم,اللَّهِ,,
,None,اسم,شَيْئًا,,
هُوَ,,اسم,هو,,
أَعْلَمُ,اعلم,,,علم,جذر
,بما,حرف_جر,بِمَا,,
,تفيضون,اسم,تُفِيضُونَ,,
,فيه,حرف_جر,فِيهِ,,
,كفي,اسم,كَفَىٰ,,
,به,حرف_جر,بِهِ,,
,None,اسم,شَهِيدًا,,
بَيْنِي,بيني,,,بني,جذر
وَبَيْنَكُمْ,وبينكم,,,بكم,جذر
,وهو,حرف,وَهُوَ,,
الْغَفُورُ,,اسم,الْغَفُورُ,غفر,جذر
الرَّحِيمُ,,اسم,الرَّحِيمُ,لحم,جذر
,قل,فعل,قُلْ,,
مَا,,اسم,ما,,
كُنْتُ,كنت,,,كنت,جذر
,None,اسم,بِدْعًا,,
مِنَ,,اسم,من,,
الرُّسُلِ,الرسل,اسم,الرُّسُلِ,رسل,جذر
,وما,حرف,وَمَا,,
