data,بدون_تشكيل,tag,المحذوف,pattern,word_type,pattern_score
وَأَعْتَدْنَا,واعتدنا,,,يفعل,فعل,1.0
,لهم,حرف_جر,لَهُمْ,,,0.0
,عذاب,اسم,عَذَابَ,,,0.0
السَّعِيرِ,السعير,اسم,السَّعِيرِ,انفعل,فعل,0.6666666666666666
وَلِلَّذِينَ,وللذين,,,فعل,فعل,1.0
كَفَرُوا,كفروا,,,مفعول,اسم,1.1
بِرَبِّهِمْ,بربهم,,,,,0.0
عَذَابُ,عذاب,,,,,0.0
جَهَنَّمَ,,اسم,جهنم,,,0.0
وَبِئْسَ,وبيس,,,,,0.0
الْمَصِيرُ,المصير,اسم,الْمَصِيرُ,,,0.0
إِذَا,اذا,,,تَفاعَل,فعل,1.0
أُلْقُوا,القوا,,,مفعول,اسم,0.6
,فيها,حرف_جر,فِيهَا,,,0.0
,سمعوا,اسم,سَمِعُوا,,,0.0
,لها,حرف_جر,لَهَا,,,0.0
,None,اسم,شَهِيقًا,,,0.0
,وهي,فعل,,,,0.0
تَفُورُ,تفور,,,تَفَعَّل,فعل,1.0
تَكَادُ,تكاد,,,تَفَعَّل,فعل,1.0
تَمَيَّزُ,تميز,,,تَفَعَّل,فعل,1.0
مِنَ,,اسم,من,مفعل,اسم,1.1
الْغَيْظِ,الغيظ,اسم,الْغَيْظِ,,,0.0
كُلَّمَا,كلما,,,,,0.0
أُلْقِيَ,القي,,,,,0.0
,فيها,حرف_جر,فِيهَا,,,0.0
,None,اسم,فَوْجٌ,,,0.0
سَأَلَهُمْ,سالهم,,,فعل,فعل,1.0
خَزَنَتُهَا,خزنتها,,,,,0.0
أَلَمْ,الم,,,,,0.0
يَأْتِكُمْ,ياتكم,,,افتعل,فعل,1.0
,None,اسم,نَذِيرٌ,,,0.0
قَالُوا,قالوا,,,فعل,فعل,1.0
,بلي,حرف,بَلَىٰ,,,0.0
,قد,حرف,قَدْ,,,0.0
جَاءَنَا,جاءنا,,,فاعَل,فعل,1.0
,None,اسم,نَذِيرٌ,,,0.0
فَكَذَّبْنَا,فكذبنا,,,فعل,فعل,1.0
وَقُلْنَا,وقلنا,,,فعل,فعل,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
نَزَّلَ,نزل,,,فعل,فعل,1.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,,فعل,مِنْ,,,0.0
,None,اسم,شَيْءٍ,,,0.0
,ان,حرف,إِنْ,,,0.0
أَنْتُمْ,,اسم,انتم,انفعل,فعل,1.0
,الا,حرف,إِلَّا,,,0.0
,في,حرف_جر,فِي,,,0.0
,None,اسم,ضَلَالٍ,,,0.0
,None,اسم,كَبِيرٍ,,,0.0
وَقَالُوا,وقالوا,,,تَفَعَّل,فعل,1.0
,لو,حرف,لَوْ,,,0.0
كُنَّا,كنا,,,تَفاعَل,فعل,1.0
نَسْمَعُ,نسمع,,,تَفاعَل,فعل,1.0
,او,حرف,أَوْ,,,0.0
نَعْقِلُ,نعقل,,,فعيل,اسم,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
كُنَّا,كنا,,,تَفاعَل,فعل,1.0
,في,حرف_جر,فِي,,,0.0
,اصحاب,اسم,أَصْحَابِ,,,0.0
السَّعِيرِ,السعير,اسم,السَّعِيرِ,انفعل,فعل,0.6666666666666666
فَاعْتَرَفُوا,فاعترفوا,,,فاعَل,فعل,1.0
بِذَنْبِهِمْ,بذنبهم,,,,,0.0
,None,اسم,فَسُحْقًا,,,0.0
لِأَصْحَابِ,لاصحاب,,,,,0.0
السَّعِيرِ,السعير,اسم,السَّعِيرِ,انفعل,فعل,0.6666666666666666
,ان,حرف,إِنَّ,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
يَخْشَوْنَ,يخشون,,,مفعول,اسم,1.1
رَبَّهُمْ,ربهم,,,,,0.0
بِالْغَيْبِ,بالغيب,,,فعل,فعل,1.0
,لهم,حرف_جر,لَهُمْ,,,0.0
,None,اسم,مَغْفِرَةٌ,,,0.0
,None,اسم,وَأَجْرٌ,,,0.0
,None,اسم,كَبِيرٌ,,,0.0
وَأَسِرُّوا,واسروا,,,,,0.0
قَوْلَكُمْ,قولكم,,,فعل,فعل,1.0
أَوِ,او,,,أفعال,اسم,1.0
اجْهَرُوا,اجهروا,,,انفعل,فعل,1.0
,به,حرف_جر,بِهِ,,,0.0
,انه,اسم,إِنَّهُ,,,0.0
,None,اسم,عَلِيمٌ,,,0.0
بِذَاتِ,بذات,,,مفاعل,اسم,1.0
الصُّدُورِ,الصدور,اسم,الصُّدُورِ,,,0.0
,الا,فعل,,,,0.0
يَعْلَمُ,يعلم,,,فعل,فعل,1.0
,,فعل,مَنْ,,,0.0
,خلق,فعل,,,,0.0
,وهو,حرف,وَهُوَ,,,0.0
اللَّطِيفُ,,اسم,اللَّطِيفُ,,,0.0
الْخَبِيرُ,,اسم,الْخَبِيرُ,,,0.0
هُوَ,,اسم,هو,,,0.0
الَّذِي,,اسم,الَّذِي,,,0.0
,جعل,فعل,,,,0.0
لَكُمُ,لكم,,,,,0.0
الْأَرْضَ,الارض,اسم,الْأَرْضَ,,,0.0
,None,اسم,ذَلُولًا,,,0.0
فَامْشُوا,فامشوا,,,فعل,فعل,1.0
,في,حرف_جر,فِي,,,0.0
,مناكبها,اسم,مَنَاكِبِهَا,,,0.0
وَكُلُوا,وكلوا,,,فعل,فعل,1.0
,,فعل,مِنْ,,,0.0
رِزْقِهِ,رزقه,,,,,0.0
,واليه,حرف_جر,وَإِلَيْهِ,,,0.0
,النشور,اسم,النُّشُورُ,,,0.0
أَأَمِنْتُمْ,اامنتم,,,أفعال,اسم,1.0
,,فعل,مَنْ,,,0.0
,في,حرف_جر,فِي,,,0.0
,السماء,اسم,السَّمَاءِ,,,0.0
,ان,حرف,أَنْ,,,0.0
يَخْسِفَ,يخسف,,,,,0.0
بِكُمُ,بكم,,,,,0.0
الْأَرْضَ,الارض,اسم,الْأَرْضَ,,,0.0
فَإِذَا,فاذا,,,فعل,فعل,1.0
هِيَ,,اسم,هي,,,0.0
تَمُورُ,تمور,,,فعول,اسم,1.1
,ام,حرف,أَمْ,,,0.0
أَمِنْتُمْ,امنتم,,,أفعال,اسم,1.0
,,فعل,مَنْ,,,0.0
,في,حرف_جر,فِي,,,0.0
,السماء,اسم,السَّمَاءِ,,,0.0
,ان,حرف,أَنْ,,,0.0
يُرْسِلَ,يرسل,,,فاعَل,فعل,1.0
,عليكم,حرف_جر,عَلَيْكُمْ,,,0.0
,None,اسم,حَاصِبًا,,,0.0
فَسَتَعْلَمُونَ,فستعلمون,,,افتعل,فعل,0.75
كَيْفَ,,اسم,كيف,انفعل,فعل,1.0
نَذِيرِ,نذير,,,نفعل,فعل,1.0
وَلَقَدْ,ولقد,,,,,0.0
كَذَّبَ,كذب,,,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
,,فعل,مِنْ,,,0.0
قَبْلِهِمْ,قبلهم,,,فعل,فعل,1.0
فَكَيْفَ,فكيف,,,فعل,فعل,1.0
,كان,فعل,,,,0.0
نَكِيرِ,نكير,,,نفعل,فعل,1.0
أَوَلَمْ,اولم,,,فعل,فعل,1.0
يَرَوْا,يروا,,,فعول,اسم,1.1
,الي,حرف_جر,إِلَى,,,0.0
,الطير,اسم,الطَّيْرِ,,,0.0
فَوْقَهُمْ,فوقهم,,,فعل,فعل,1.0
,None,اسم,صَافَّاتٍ,,,0.0
وَيَقْبِضْنَ,ويقبضن,,,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
يُمْسِكُهُنَّ,يمسكهن,,,يفعل,فعل,1.0
,الا,حرف,إِلَّا,,,0.0
الرَّحْمَٰنُ,,اسم,الرَّحْمَٰنُ,,,0.0
إِنَّهُ,انه,,,انفعل,فعل,1.0
بِكُلِّ,بكل,,,فعل,فعل,1.0
,None,اسم,شَيْءٍ,,,0.0
,None,اسم,بَصِيرٌ,,,0.0
أَمَّنْ,امن,,,أفعال,اسم,1.0
هَٰذَا,,اسم,هذا,فعلان,اسم,1.0
الَّذِي,,اسم,الَّذِي,,,0.0
هُوَ,,اسم,هو,,,0.0
,None,اسم,جُنْدٌ,,,0.0
,لكم,حرف_جر,لَكُمْ,,,0.0
,ينصركم,اسم,يَنْصُرُكُمْ,,,0.0
,,فعل,مِنْ,,,0.0
دُونِ,,اسم,دون,,,0.0
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,,,0.0
إِنِ,ان,,,انفعل,فعل,1.0
الْكَافِرُونَ,الكافرون,اسم,الْكَافِرُونَ,,,0.0
,الا,حرف,إِلَّا,,,0.0
,في,حرف_جر,فِي,,,0.0
,None,اسم,غُرُورٍ,,,0.0
أَمَّنْ,امن,,,أفعال,اسم,1.0
هَٰذَا,,اسم,هذا,فعلان,اسم,1.0
الَّذِي,,اسم,الَّذِي,,,0.0
يَرْزُقُكُمْ,يرزقكم,,,يفعل,فعل,1.0
,ان,حرف,إِنْ,,,0.0
أَمْسَكَ,امسك,,,أفعال,اسم,1.0
رِزْقَهُ,رزقه,,,,,0.0
,بل,حرف,بَلْ,,,0.0
لَجُّوا,لجوا,,,فعول,اسم,0.6
,في,حرف_جر,فِي,,,0.0
,None,اسم,عُتُوٍّ,,,0.0
,None,اسم,وَنُفُورٍ,,,0.0
أَفَمَنْ,افمن,,,تَفَعَّل,فعل,1.0
,يمشي,فعل,,,,0.0
,None,اسم,مُكِبًّا,,,0.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,وجهه,اسم,وَجْهِهِ,,,0.0
أَهْدَىٰ,اهدي,,,فعلى,اسم,1.0
أَمَّنْ,امن,,,أفعال,اسم,1.0
,يمشي,فعل,,,,0.0
,None,اسم,سَوِيًّا,,,0.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,None,اسم,صِرَاطٍ,,,0.0
,None,اسم,مُسْتَقِيمٍ,,,0.0
,قل,فعل,قُلْ,,,0.0
هُوَ,,اسم,هو,,,0.0
الَّذِي,,اسم,الَّذِي,,,0.0
أَنْشَأَكُمْ,انشاكم,,,انفعل,فعل,1.0
وَجَعَلَ,وجعل,,,فاعَل,فعل,1.0
لَكُمُ,لكم,,,,,0.0
السَّمْعَ,السمع,اسم,السَّمْعَ,,,0.0
وَالْأَبْصَارَ,والابصار,,,فعل,فعل,1.0
وَالْأَفْئِدَةَ,والافيده,,,,,0.0
,None,اسم,قَلِيلًا,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
تَشْكُرُونَ,تشكرون,,,تَفَعَّل,فعل,1.0
,قل,فعل,قُلْ,,,0.0
هُوَ,,اسم,هو,,,0.0
الَّذِي,,اسم,الَّذِي,,,0.0
ذَرَأَكُمْ,ذراكم,,,,,0.0
,في,حرف_جر,فِي,,,0.0
,الارض,اسم,الْأَرْضِ,,,0.0
,واليه,حرف_جر,وَإِلَيْهِ,,,0.0
,تحشرون,اسم,تُحْشَرُونَ,,,0.0
وَيَقُولُونَ,ويقولون,,,مفعول,اسم,1.1
مَتَىٰ,,اسم,متي,مفعل,اسم,1.1
هَٰذَا,,اسم,هذا,فعلان,اسم,1.0
الْوَعْدُ,الوعد,اسم,الْوَعْدُ,انفعل,فعل,0.6666666666666666
,ان,حرف,إِنْ,,,0.0
كُنْتُمْ,كنتم,,,انفعل,فعل,1.0
صَادِقِينَ,صادقين,,,فاعَل,فعل,1.0
,قل,فعل,قُلْ,,,0.0
,انما,حرف,إِنَّمَا,,,0.0
الْعِلْمُ,العلم,اسم,الْعِلْمُ,تَفَعَّل,فعل,1.0
عِنْدَ,,اسم,عند,,,0.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
وَإِنَّمَا,وانما,,,,,0.0
أَنَا,,اسم,انا,تَفاعَل,فعل,1.0
,None,اسم,نَذِيرٌ,,,0.0
,None,اسم,مُبِينٌ,,,0.0
,فلما,حرف,فَلَمَّا,,,0.0
رَأَوْهُ,راوه,,,فعول,اسم,1.1
,None,اسم,زُلْفَةً,,,0.0
سِيئَتْ,سييت,,,,,0.0
وُجُوهُ,وجوه,,,فعول,اسم,1.1
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
كَفَرُوا,كفروا,,,مفعول,اسم,1.1
وَقِيلَ,وقيل,,,فاعَل,فعل,1.0
هَٰذَا,,اسم,هذا,فعلان,اسم,1.0
الَّذِي,,اسم,الَّذِي,,,0.0
كُنْتُمْ,كنتم,,,انفعل,فعل,1.0
,به,حرف_جر,بِهِ,,,0.0
,تدعون,اسم,تَدَّعُونَ,,,0.0
,قل,فعل,قُلْ,,,0.0
أَرَأَيْتُمْ,ارايتم,,,أفعال,اسم,1.0
,ان,حرف,إِنْ,,,0.0
أَهْلَكَنِيَ,اهلكني,,,فعل,فعل,1.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,ومن,حرف_جر,وَمَنْ,,,0.0
,معي,اسم,مَعِيَ,,,0.0
,او,حرف,أَوْ,,,0.0
رَحِمَنَا,رحمنا,,,,,0.0
,فمن,حرف_جر,فَمَنْ,,,0.0
,يجير,اسم,يُجِيرُ,,,0.0
الْكَافِرِينَ,الكافرين,اسم,الْكَافِرِينَ,,,0.0
,,فعل,مِنْ,,,0.0
,None,اسم,عَذَابٍ,,,0.0
,None,اسم,أَلِيمٍ,,,0.0
,قل,فعل,قُلْ,,,0.0
هُوَ,,اسم,هو,,,0.0
الرَّحْمَٰنُ,,اسم,الرَّحْمَٰنُ,,,0.0
آمَنَّا,امنا,,,أفعال,اسم,1.0
,به,حرف_جر,بِهِ,,,0.0
,وعليه,اسم,وَعَلَيْهِ,,,0.0
تَوَكَّلْنَا,توكلنا,,,تَفَعَّل,فعل,1.0
فَسَتَعْلَمُونَ,فستعلمون,,,افتعل,فعل,0.75
,,فعل,مَنْ,,,0.0
هُوَ,,اسم,هو,,,0.0
,في,حرف_جر,فِي,,,0.0
,None,اسم,ضَلَالٍ,,,0.0
,None,اسم,مُبِينٍ,,,0.0
,قل,فعل,قُلْ,,,0.0
أَرَأَيْتُمْ,ارايتم,,,أفعال,اسم,1.0
,ان,حرف,إِنْ,,,0.0
أَصْبَحَ,اصبح,,,أفعال,اسم,1.0
مَاؤُكُمْ,ماوكم,,,مفعل,اسم,1.1
,None,اسم,غَوْرًا,,,0.0
,فمن,حرف_جر,فَمَنْ,,,0.0
,ياتيكم,اسم,يَأْتِيكُمْ,,,0.0
,None,اسم,بِمَاءٍ,,,0.0
,None,اسم,مَعِينٍ,,,0.0
بِسْمِ,بسم,,,استفعل,فعل,1.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,,,0.0
الرَّحِيمِ,,اسم,الرَّحِيمِ,صفة_الله,اسم,1.0
ن,ن,,,نفعل,فعل,1.0
وَالْقَلَمِ,والقلم,,,فعل,فعل,1.0
,وما,حرف,وَمَا,,,0.0
يَسْطُرُونَ,يسطرون,,,استفعل,فعل,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
أَنْتَ,,اسم,انت,انفعل,فعل,1.0
بِنِعْمَةِ,بنعمه,,,فاعَل,فعل,1.0
رَبِّكَ,ربك,,,,,0.0
,None,اسم,بِمَجْنُونٍ,,,0.0
,وان,حرف,وَإِنَّ,,,0.0
,لك,حرف_جر,لَكَ,,,0.0
,None,اسم,لَأَجْرًا,,,0.0
,غير,حرف,غَيْرَ,,,0.0
,None,اسم,مَمْنُونٍ,,,0.0
وَإِنَّكَ,وانك,,,,,0.0
لَعَلَىٰ,لعلي,,,فعل,فعل,1.0
,None,اسم,خُلُقٍ,,,0.0
,None,اسم,عَظِيمٍ,,,0.0
فَسَتُبْصِرُ,فستبصر,,,فعل,فعل,1.0
وَيُبْصِرُونَ,ويبصرون,,,,,0.0
بِأَيْيِكُمُ,باييكم,,,تفعيل,فعل,1.0
الْمَفْتُونُ,المفتون,اسم,الْمَفْتُونُ,,,0.0
,ان,حرف,إِنَّ,,,0.0
رَبَّكَ,ربك,,,,,0.0
هُوَ,,اسم,هو,,,0.0
أَعْلَمُ,اعلم,,,فعل,فعل,1.0
بِمَنْ,,اسم,بمن,,,0.0
,ضل,فعل,,,,0.0
,عن,حرف_جر,عَنْ,,,0.0
,سبيله,اسم,سَبِيلِهِ,,,0.0
,وهو,حرف,وَهُوَ,,,0.0
أَعْلَمُ,اعلم,,,فعل,فعل,1.0
بِالْمُهْتَدِينَ,بالمهتدين,,,فعل,فعل,1.0
,فلا,حرف,فَلَا,,,0.0
تُطِعِ,تطع,,,فاعَل,فعل,1.0
الْمُكَذِّبِينَ,المكذبين,اسم,الْمُكَذِّبِينَ,,,0.0
وَدُّوا,ودوا,,,فعول,اسم,1.1
,لو,حرف,لَوْ,,,0.0
تُدْهِنُ,تدهن,,,تَفَعَّل,فعل,1.0
فَيُدْهِنُونَ,فيدهنون,,,فعل,فعل,1.0
,ولا,حرف,وَلَا,,,0.0
تُطِعْ,تطع,,,فاعَل,فعل,1.0
,كل,حرف,كُلَّ,,,0.0
,None,اسم,حَلَّافٍ,,,0.0
,None,اسم,مَهِينٍ,,,0.0
,None,اسم,هَمَّازٍ,,,0.0
,None,اسم,مَشَّاءٍ,,,0.0
,None,اسم,بِنَمِيمٍ,,,0.0
,None,اسم,مَنَّاعٍ,,,0.0
لِلْخَيْرِ,للخير,,,,,0.0
,None,اسم,مُعْتَدٍ,,,0.0
,None,اسم,أَثِيمٍ,,,0.0
,None,اسم,عُتُلٍّ,,,0.0
بَعْدَ,بعد,,,فعل,فعل,1.0
ذَٰلِكَ,,اسم,ذلك,فعل,فعل,1.0
,None,اسم,زَنِيمٍ,,,0.0
,ان,حرف,أَنْ,,,0.0
,كان,فعل,,,,0.0
ذَا,,اسم,ذا,فاعَل,فعل,1.0
,None,اسم,مَالٍ,,,0.0
وَبَنِينَ,وبنين,,,تفعيل,فعل,1.0
إِذَا,اذا,,,تَفاعَل,فعل,1.0
تُتْلَىٰ,تتلي,,,فعل,فعل,1.0
,عليه,حرف_جر,عَلَيْهِ,,,0.0
,اياتنا,اسم,آيَاتُنَا,,,0.0
,قال,فعل,,,,0.0
أَسَاطِيرُ,اساطير,,,تَفاعَل,فعل,1.0
الْأَوَّلِينَ,الاولين,اسم,الْأَوَّلِينَ,مفعول,اسم,1.1
سَنَسِمُهُ,سنسمه,,,انفعل,فعل,1.0
,علي,حرف_جر,عَلَى,,,0.0
,الخرطوم,اسم,الْخُرْطُومِ,,,0.0
إِنَّا,,اسم,انا,تَفاعَل,فعل,1.0
بَلَوْنَاهُمْ,بلوناهم,,,فعول,اسم,0.6
,كما,حرف,كَمَا,,,0.0
بَلَوْنَا,بلونا,,,فعول,اسم,0.6
أَصْحَابَ,اصحاب,,,فعلان,اسم,1.0
الْجَنَّةِ,الجنه,اسم,الْجَنَّةِ,,,0.0
,اذ,حرف,إِذْ,,,0.0
أَقْسَمُوا,اقسموا,,,,,0.0
لَيَصْرِمُنَّهَا,ليصرمنها,,,,,0.0
مُصْبِحِينَ,مصبحين,,,مفعل,اسم,1.1
,ولا,حرف,وَلَا,,,0.0
يَسْتَثْنُونَ,يستثنون,,,افتعل,فعل,1.0
فَطَافَ,فطاف,,,فعل,فعل,1.0
,عليها,حرف_جر,عَلَيْهَا,,,0.0
,None,اسم,طَائِفٌ,,,0.0
,,فعل,مِنْ,,,0.0
رَبِّكَ,ربك,,,,,0.0
,وهم,حرف,وَهُمْ,,,0.0
نَائِمُونَ,نايمون,,,فاعَل,فعل,1.0
فَأَصْبَحَتْ,فاصبحت,,,فعل,فعل,1.0
كَالصَّرِيمِ,كالصريم,,,فعل,فعل,1.0
فَتَنَادَوْا,فتنادوا,,,فعل,فعل,1.0
مُصْبِحِينَ,مصبحين,,,مفعل,اسم,1.1
أَنِ,ان,,,انفعل,فعل,1.0
اغْدُوا,اغدوا,,,مفعول,اسم,1.1
,علي,حرف_جر,عَلَىٰ,,,0.0
,حرثكم,اسم,حَرْثِكُمْ,,,0.0
,ان,حرف,إِنْ,,,0.0
كُنْتُمْ,كنتم,,,انفعل,فعل,1.0
صَارِمِينَ,صارمين,,,فاعَل,فعل,1.0
فَانْطَلَقُوا,فانطلقوا,,,فاعَل,فعل,0.6666666666666666
,وهم,حرف,وَهُمْ,,,0.0
يَتَخَافَتُونَ,يتخافتون,,,,,0.0
,ان,حرف,أَنْ,,,0.0
,لا,حرف,لَا,,,0.0
يَدْخُلَنَّهَا,يدخلنها,,,تَفَعَّل,فعل,1.0
الْيَوْمَ,اليوم,اسم,الْيَوْمَ,,,0.0
,عليكم,حرف_جر,عَلَيْكُمْ,,,0.0
,None,اسم,مِسْكِينٌ,,,0.0
وَغَدَوْا,وغدوا,,,مفعول,اسم,1.1
,علي,حرف_جر,عَلَىٰ,,,0.0
,None,اسم,حَرْدٍ,,,0.0
قَادِرِينَ,قادرين,,,فاعَل,فعل,1.0
,فلما,حرف,فَلَمَّا,,,0.0
رَأَوْهَا,راوها,,,فعول,اسم,1.1
قَالُوا,قالوا,,,فعل,فعل,1.0
إِنَّا,,اسم,انا,تَفاعَل,فعل,1.0
لَضَالُّونَ,لضالون,,,تَفَعَّل,فعل,1.0
,بل,حرف,بَلْ,,,0.0
نَحْنُ,,اسم,نحن,نفعل,فعل,1.0
مَحْرُومُونَ,محرومون,,,مفعول,اسم,1.2000000000000002
,قال,فعل,,,,0.0
أَوْسَطُهُمْ,اوسطهم,,,أفعال,اسم,1.0
أَلَمْ,الم,,,,,0.0
أَقُلْ,اقل,,,فعل,فعل,1.0
,لكم,حرف_جر,لَكُمْ,,,0.0
,لولا,اسم,لَوْلَا,,,0.0
تُسَبِّحُونَ,تسبحون,,,تَفَعَّل,فعل,1.0
قَالُوا,قالوا,,,فعل,فعل,1.0
سُبْحَانَ,سبحان,,,فعلان,اسم,1.0
رَبِّنَا,ربنا,,,أفعال,اسم,1.0
إِنَّا,,اسم,انا,تَفاعَل,فعل,1.0
كُنَّا,كنا,,,تَفاعَل,فعل,1.0
ظَالِمِينَ,ظالمين,,,فعل,فعل,1.0
فَأَقْبَلَ,فاقبل,,,فعائل,اسم,1.0
بَعْضُهُمْ,بعضهم,,,فعل,فعل,1.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,None,اسم,بَعْضٍ,,,0.0
يَتَلَاوَمُونَ,يتلاومون,,,فعل,فعل,1.0
قَالُوا,قالوا,,,فعل,فعل,1.0
,يا,حرف,يَا,,,0.0
وَيْلَنَا,ويلنا,,,فعل,فعل,1.0
إِنَّا,,اسم,انا,تَفاعَل,فعل,1.0
كُنَّا,كنا,,,تَفاعَل,فعل,1.0
طَاغِينَ,طاغين,,,فاعَل,فعل,1.0
عَسَىٰ,عسي,,,,,0.0
رَبُّنَا,ربنا,,,أفعال,اسم,1.0
,ان,حرف,أَنْ,,,0.0
يُبْدِلَنَا,يبدلنا,,,تَفَعَّل,فعل,1.0
,None,اسم,خَيْرًا,,,0.0
,منها,حرف_جر,مِنْهَا,,,0.0
إِنَّا,,اسم,انا,تَفاعَل,فعل,1.0
إِلَىٰ,الي,,,,,0.0
رَبِّنَا,ربنا,,,أفعال,اسم,1.0
رَاغِبُونَ,راغبون,,,فاعَل,فعل,1.0
كَذَٰلِكَ,,اسم,كذلك,فاعَل,فعل,1.0
الْعَذَابُ,العذاب,اسم,الْعَذَابُ,افعلّ,فعل,0.6666666666666666
وَلَعَذَابُ,ولعذاب,,,,,0.0
الْآخِرَةِ,الاخره,اسم,الْآخِرَةِ,,,0.0
أَكْبَرُ,اكبر,,,أفعال,اسم,1.0
,لو,حرف,لَوْ,,,0.0
كَانُوا,كانوا,,,مفعول,اسم,1.1
يَعْلَمُونَ,يعلمون,,,فعل,فعل,1.0
,ان,حرف,إِنَّ,,,0.0
لِلْمُتَّقِينَ,للمتقين,,,,,0.0
عِنْدَ,,اسم,عند,,,0.0
رَبِّهِمْ,ربهم,,,,,0.0
جَنَّاتِ,جنات,,,مفاعل,اسم,1.0
النَّعِيمِ,النعيم,اسم,النَّعِيمِ,افتعل,فعل,0.6666666666666666
أَفَنَجْعَلُ,افنجعل,,,استفعل,فعل,0.6666666666666666
الْمُسْلِمِينَ,المسلمين,اسم,الْمُسْلِمِينَ,افتعل,فعل,1.0
كَالْمُجْرِمِينَ,كالمجرمين,,,فعل,فعل,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
,لكم,حرف_جر,لَكُمْ,,,0.0
كَيْفَ,,اسم,كيف,انفعل,فعل,1.0
تَحْكُمُونَ,تحكمون,,,تَفَعَّل,فعل,1.0
,ام,حرف,أَمْ,,,0.0
,لكم,حرف_جر,لَكُمْ,,,0.0
,None,اسم,كِتَابٌ,,,0.0
,فيه,حرف_جر,فِيهِ,,,0.0
,تدرسون,اسم,تَدْرُسُونَ,,,0.0
,ان,حرف,إِنَّ,,,0.0
,لكم,حرف_جر,لَكُمْ,,,0.0
,فيه,اسم,فِيهِ,,,0.0
,لما,فعل,,,,0.0
تَخَيَّرُونَ,تخيرون,,,تَفَعَّل,فعل,1.0
,ام,حرف,أَمْ,,,0.0
,لكم,حرف_جر,لَكُمْ,,,0.0
,None,اسم,أَيْمَانٌ,,,0.0
,علينا,حرف_جر,عَلَيْنَا,,,0.0
,None,اسم,بَالِغَةٌ,,,0.0
إِلَىٰ,الي,,,,,0.0
يَوْمِ,يوم,,,يفعل,فعل,1.0
الْقِيَامَةِ,القيامه,اسم,الْقِيَامَةِ,افتعال,اسم,0.6666666666666666
,ان,حرف,إِنَّ,,,0.0
,لكم,حرف_جر,لَكُمْ,,,0.0
,لما,اسم,لَمَا,,,0.0
تَحْكُمُونَ,تحكمون,,,تَفَعَّل,فعل,1.0
سَلْهُمْ,سلهم,,,,,0.0
أَيُّهُمْ,ايهم,,,أفعال,اسم,1.0
بِذَٰلِكَ,,اسم,بذلك,فاعَل,فعل,1.0
